starname,ra_act,dec_act,x_img_py1,y_img_py1,x_act_py1,y_act_py1
eta Cen,218.87676721573482,-42.15780708143446,997.8300170898438,482.7300109863281,999.0783464392158,482.6973574598369
eta Cru,181.72006478701158,-64.61366514078776,51.61000061035156,48.380001068115234,54.60143550469434,41.116356761545376
eta Lup,240.0319032284366,-38.39264066908095,1504.6800537109375,203.02999877929688,1508.7076853956837,206.21967562838563
gamma Cen,190.37917099776772,-48.95963965182834,340.989990234375,556.760009765625,340.8481846073827,552.2376046307237
gamma Cru,187.79146419856744,-57.11319291856554,217.02999877929688,304.6700134277344,218.48095214027296,298.9366740503251
gamma Hya,199.7304047991531,-23.171554919772678,836.2000122070312,1248.1600341796875,831.8774278934462,1247.9766660053845
gamma Lup,233.78522769648208,-41.16680682712131,1308.7099609375,266.7300109863281,1311.886343862217,268.58070772352403
iota Cen,200.14931777404342,-36.71227854071723,682.5,846.22998046875,680.7883067339762,844.4640436405928
iota Cru,191.40779975015948,-60.98122273084852,241.6699981689453,158.99000549316406,244.1594478649174,153.22016975944553
iota Lup,214.85091718538106,-46.05786034817166,854.0900268554688,430.7799987792969,855.509623090279,429.66671816369535
kappa Cen,224.7904018685529,-42.10424847412109,1113.72998046875,398.1099853515625,1115.7146052754943,398.7710924993212
kappa Cru,193.45445061879792,-60.37683155314128,281.67999267578125,171.61000061035156,284.1388773461869,166.1455662050348
kappa Vir,213.2239516650648,-10.273694190131293,1432.780029296875,1475.8800048828125,1427.5724564109892,1480.1219569710647
kappa1 lupus,227.99009908128576,-48.74366692097982,1034.6300048828125,181.07000732421875,1038.0186403328728,180.63537088196745
kappa2 lupus,227.9835542951962,-48.7378058098687,1034.6099853515625,180.8300018310547,1038.0331789273357,180.88575984931003
lambda Cru,193.66310723423211,-59.146529557969835,299.0799865722656,212.52000427246094,301.27490163136537,207.2347199078381
lambda Lup,227.2107621088843,-45.279805301242405,1094.3499755859375,280.260009765625,1097.1347101821884,280.6236174207115
lambda Vir,214.77746643837588,-13.371111238267687,1417.699951171875,1347.6099853515625,1413.3836010935536,1351.6043902213514
mu1 crucis,193.65341295209947,-57.16822349378798,320.7799987792969,278.1600036621094,322.7415352889232,273.4065454292863
mu2 crucis,193.6483887560307,-57.177779049343535,320.9700012207031,278.45001220703125,322.5506531943806,273.11488194151957
nu1 lupus,230.53464862247418,-47.927890160454645,1095.27001953125,160.42999267578125,1098.9068274427414,160.6264405942677
nu2 lupus,230.45082203274825,-48.317637871636286,1085.1400146484375,152.13999938964844,1088.8275011824103,152.26847638123195
omega Lup,234.5135478321854,-42.56730453830295,1289.77001953125,219.5,1293.2588175895555,221.15246313304806
omicron Hya,175.05331646872963,-34.74463914320204,50.58000183105469,1084.9000244140625,46.399779627484236,1079.0253543694848
omicron Lup,222.909882750188,-43.57541564941406,1049.0799560546875,389.0400085449219,1051.0515723014075,389.24169091156773
phi Cen,209.5677516589272,-42.10074847412109,813.8099975585938,598.9199829101562,813.9947803700834,597.7580270601476
pi Hya,211.59287680527103,-26.682360475328235,1094.030029296875,996.239990234375,1091.7923478840573,997.5506756873106
psi Cen,215.1391735639046,-37.88533511352539,994.8699951171875,644.9500122070312,994.9694285941731,645.1168704999671
psi Hya,197.26364781618676,-23.118055682712132,769.489990234375,1278.1700439453125,764.8667478073978,1277.5534092200437
rho Cen,182.91302808023104,-52.3685537753635,158.61000061035156,478.45001220703125,158.77713847133248,472.54095100274617
rho Lup,219.47158954303245,-49.42561238267687,877.1699829101562,283.2300109863281,879.6568105026602,282.0901781127418
sigma Cen,187.01007755413792,-50.23077828640408,260.010009765625,533.0399780273438,259.9247349562345,527.9054796491536
sigma Li,226.01755969024032,-25.281971967909072,1485.68994140625,809.3699951171875,1485.269317087444,813.1725477278081
sigma Lup,218.1538670461057,-50.45700076293945,835.9099731445312,271.8599853515625,838.4148698242008,270.4007992444908
tau Cen,189.42564689440374,-48.54122171359592,324.8800048828125,574.8200073242188,324.5884607888295,570.2038850679702
tau1 lupus,216.53431117646954,-45.22138939751519,899.5700073242188,432.6199951171875,901.0381477021338,431.8310326395451
tau2 lupus,216.54505945661663,-45.37938710869683,897.0599975585938,428.2699890136719,898.5535581981318,427.46151319239016
theta Cen,211.67064769433532,-36.37002599758572,944.4199829101562,729.6500244140625,943.8565427117348,729.5761073988435
theta1 crucis,180.75646146608844,-63.312888125949435,44.77000045776367,98.47000122070312,47.4172595436396,91.22958646403231
theta2 crucis,181.07983305909252,-63.16561263699002,51.209999084472656,103.73999786376953,53.82337532598092,96.55508205066417
upsilon Lup,231.1871533865612,-39.71016742960612,1290.31005859375,350.0899963378906,1292.8713220125542,351.9205961709174
upsilon1 centaurus,209.66986032032455,-44.80352701483832,775.6599731445312,523.6300048828125,776.324493662047,522.1035829591118
upsilon2 centaurus,210.43092521647597,-45.603470696343315,778.219970703125,493.3999938964844,779.1065638035476,491.8452270540831
xi Hya,173.25057074200782,-31.85758371480306,4.53000020980835,1192.8399658203125,-0.45073977163417567,1186.7792124287223
xi1 centaurus,195.88818205589104,-49.52733307902018,446.260009765625,506.3800048828125,446.6076907131285,502.51573332098656
xi2 centaurus,196.72753025911376,-49.90616819254557,458.4100036621094,489.2799987792969,458.89237751685715,485.48578744078554
zeta Cen,208.8849075798462,-47.28830504692925,723.6699829101562,462.82000732421875,724.6857256571873,460.845165368939
zeta Cru,184.60880758948903,-64.00308333333334,102.76000213623047,67.93000030517578,105.68858445661499,61.060762887578676
zeta Crv,185.14043169592182,-22.21591742960612,427.32000732421875,1435.1400146484375,421.18154905950576,1432.3098888131728
zeta Lup,228.0713552489765,-52.09913761732313,963.1500244140625,93.91999816894531,967.0798373037574,93.10166757058755
